424,117,0
184,338,1
120,26,0
157,243,1
22,275,0
178,361,1
348,171,1
270,248,1
426,105,0
148,43,0
194,259,1
387,97,0
167,75,0
386,32,0
169,185,1
312,233,1
204,462,0
375,389,0
200,298,1
105,337,0
127,378,0
309,163,1
386,313,0
168,4,0
166,387,0
7,211,0
39,314,0
472,211,0
323,207,1
236,350,1
219,154,1
330,176,1
225,452,0
285,143,1
202,220,1
405,184,0
340,196,1
238,155,1
110,269,1
259,373,1
173,90,0
266,6,0
38,355,0
309,401,0
47,410,0
142,162,1
244,168,1
111,78,0
141,60,0
293,314,1
216,436,0
319,57,0
200,163,1
229,369,1
181,237,1
199,267,1
329,361,0
265,120,1
133,288,1
416,311,0
252,280,1
141,280,1
423,386,0
181,388,0
175,46,0
62,131,0
225,164,1
360,194,1
347,177,1
397,418,0
234,443,0
35,301,0
411,86,0
483,101,0
211,299,1
274,360,1
76,369,0
266,271,1
159,231,1
234,211,1
288,141,1
184,168,1
447,153,0
263,285,1
7,407,0
6,38,0
104,186,0
480,44,0
466,181,0
367,78,0
294,238,1
403,456,0
32,215,0
68,86,0
30,190,0
221,332,1
278,347,1
165,196,1
126,87,0
258,319,1
204,51,0
314,232,1
338,267,1
238,200,1
8,467,0
321,278,1
480,493,0
154,191,1
10,182,0
198,260,1
353,29,0
145,266,1
270,191,1
257,153,1
160,331,1
32,199,0
490,202,0
325,201,1
450,155,0
257,232,1
324,171,1
333,483,0
303,358,1
372,230,1
203,407,0
107,458,0
45,349,0
252,69,0
223,212,1
112,445,0
244,438,0
336,187,1
238,244,1
143,214,1
249,285,1
411,472,0
121,484,0
337,31,0
81,230,0
442,319,0
158,444,0
483,233,0
133,367,0
319,93,0
117,209,1
271,226,1
261,118,1
93,344,0
210,256,1
220,209,1
192,282,1
128,256,1
214,212,1
428,447,0
190,317,1
206,351,1
148,181,1
215,159,1
304,102,0
172,173,1
195,324,1
236,131,1
45,72,0
79,354,0
277,222,1
296,186,1
18,114,0
255,164,1
294,234,1
448,91,0
377,228,1
326,25,0
403,43,0
146,312,1
182,14,0
154,148,1
196,49,0
193,137,1
235,485,0
324,279,1
81,139,0
433,132,0
309,328,1
26,118,0
411,21,0
248,89,0
95,87,0
224,326,1
246,295,1
160,258,1
188,31,0
204,123,1
37,203,0
202,310,1
428,320,0
294,209,1
115,70,0
63,273,0
168,284,1
211,197,1
