3.603288067391456351e-01,-3.050797682860746818e+00
-8.669982084568139680e-01,-2.811510203216805781e+00
1.105211675793172699e+00,1.654196112844433797e+00
-5.207601356538327231e-01,-4.376719915177091025e+00
1.079071590207231424e+00,4.214436642904582087e+00
3.430532460277865847e-01,2.271802644544625160e-01
1.454790851823499542e+00,2.156041257874798056e+00
4.630491540234585313e-02,-4.003338399009701121e+00
-5.302455435116073534e-01,-3.278828329961955834e-01
-8.551173968963902972e-02,1.723806290372823999e-02
-5.720573088687859187e-01,-5.466745483323536270e+00
-1.404278747662212057e+00,-6.800309302635080932e+00
-1.744112858568091617e+00,-1.493739897112573711e+00
-5.933955852319918733e-01,9.362939612655245547e-01
1.545734756790001274e+00,5.038632535172773430e+00
-9.235473982345683286e-01,-2.671314297906937973e+00
-1.935996243421830576e-01,-5.316511364646360205e-01
3.069754915998932909e-01,9.969332363313639922e-01
8.717223718206055239e-01,3.650154457848497014e+00
8.906319631684657123e-01,2.833413842259061344e+00
-2.025387330133908481e+00,-6.169993027872370028e+00
-2.191091986645406386e+00,-4.876099316118894578e+00
2.249226011646185686e-01,-8.387535985343977929e-01
-1.342663404635950686e+00,-3.675368716230377863e+00
-7.856106261147841607e-01,-4.927299438499906259e+00
4.653468361884759846e-02,5.535587167168405653e-02
2.821755869385081938e-01,3.282998613181199232e+00
1.419016251866947798e+00,3.086204664802892683e+00
-6.288971828036689082e-01,-1.487167938972322467e+00
6.925821255696733569e-01,4.671446727908392660e+00
8.803441005387507845e-01,2.943651551385346732e+00
5.889628784054868893e-01,1.804686225264022781e-01
-6.339731452106821541e-01,1.471360734547789262e+00
-4.691367421984368670e-04,1.901252536623661005e-01
-1.243942784153324377e+00,-3.634074628382939487e+00
-2.411311134326988626e+00,-5.116134362732350560e+00
7.483071260599814811e-02,-2.386725718440945165e-01
1.034362644194078307e+00,1.203173936853022541e-01
-9.687273843448553912e-01,7.082325731035518102e-01
1.092197851265536424e-01,-9.695052441063866100e-01
3.377584014085962399e-02,1.803217777388894383e-01
1.554455806504422277e+00,7.118673469021190581e-01
3.559709716218823483e-01,1.108661172853002697e+00
1.225798694296104552e+00,5.900474232670684493e+00
-6.055165775923740945e-01,-5.763263084897979560e+00
-4.118444140529449182e-01,-4.494278594304339514e+00
-1.186132000994954971e+00,7.940519233619268702e-01
-5.371601356555423257e-01,-9.714124123715047743e-01
-6.293650667302278512e-01,-3.627026472277310010e+00
3.300783688368434388e-01,2.473412482292086878e+00
4.118925923831895375e-01,7.018682739048872632e-01
1.341899799558962936e-01,-5.085603230814122327e-02
2.449665791413365434e-01,3.431267033430133173e-01
-1.796019851382271437e-01,-1.342709080709993286e+00
9.238385303666150072e-01,1.732555694872605745e+00
3.114589249884378575e-01,1.684952080190960544e+00
1.253688469804251915e-01,-4.930267141426235566e-01
-1.686268971896786484e+00,-1.515721679298763114e+00
9.791246817268482727e-02,6.974816570691453332e-01
-1.015707323498919457e-01,-2.999524450323185626e-02
6.521558321739223674e-01,2.148343991168418565e+00
-2.273854328988472506e+00,-3.807893422619637036e+00
1.915786626967283413e+00,3.553252053121893184e+00
-2.535799029866305301e-02,2.032396084525089019e+00
-1.179112244025826151e-01,-1.011051809544049815e-02
-1.663146128080013719e+00,-3.501589015567912799e+00
1.964160142345165172e-01,-4.196245477303071625e-01
-3.873998357003026992e-03,2.476631726247611825e-04
9.014043803284647050e-01,5.525162274779542138e+00
1.271398818507313982e-02,1.400785222327733393e-01
2.869327510384304114e-01,4.309553239542418090e+00
-2.138478015546045441e+00,-5.172736624988496956e+00
-1.036565428253093391e-01,-9.868114006552159978e-01
-2.970495813439287813e-01,-1.271820442970160503e+00
-7.652339188091108468e-01,2.422878871819797553e+00
-1.614484845288797876e+00,-7.103300431983752716e+00
7.100197350312017486e-01,2.070445001674195318e+00
1.250860888258293002e+00,2.936535798282494003e+00
5.141980812182793681e-01,-2.673662388176228255e+00
1.283667889525387684e+00,3.342649061948468336e+00
5.939117475092653420e-01,3.228925254134015876e+00
-8.814498057145432330e-01,-2.314026515194651079e+00
-1.803596646143255544e+00,-2.337785367436104433e+00
1.721512756337208461e-01,1.209472997164687147e+00
-2.012191440540925580e+00,-5.093206001758515455e+00
-6.022548775170352142e-01,-1.838080053374857581e+00
-5.599175439225424489e-01,-3.279044136121486708e-01
-2.123711714729222599e+00,-2.544427099446818108e+00
-1.201596788551006489e-01,-4.769221563015714871e+00
-6.916634011396464166e-01,-5.679223438501058929e+00
-7.587926733607521790e-01,7.083396867389065710e-01
-4.418756358498651671e-01,-1.970819990146428946e+00
1.244293756758098501e+00,4.727368265174978212e+00
-5.016609707562210696e-01,-1.779326115798729235e+00
5.428287157883759928e-01,-1.700408774284441815e+00
-1.170321795221784589e+00,-6.589628532513459369e+00
1.801634585658940635e+00,3.002680371656025748e+00
7.105235689575575275e-01,2.660737393207482260e+00
8.636231706372306249e-02,1.256339834596362226e-01
-1.746815678005485817e-01,-2.790139494295394429e-01
8.013219052898966410e+00,7.178688125538863041e+00
9.445882197072972275e+00,9.192473169885486683e+00
9.684383950482063241e+00,7.870155354495142142e+00
7.944256472564307892e+00,8.501009879693253168e+00
1.265113920641109502e+01,1.307222484107652249e+01
7.812444625530207354e+00,7.891302099286718885e+00
8.497017531549589719e+00,1.031177136712139486e+01
1.096635749137554505e+01,1.060289925767172470e+01
7.548506355195234718e+00,4.215776537724785555e+00
1.211642022374928906e+01,1.335477214668943446e+01
5.693979220432014543e+00,7.492338921057901224e+00
9.160672163163702919e+00,8.869785943996825850e+00
1.074950352520935404e+01,1.007957252393032377e+01
3.657633376996995089e+00,2.467305569870285709e+00
9.757696532283732793e+00,7.451901698903139248e+00
1.378105260429006229e+01,1.386672677605767134e+01
7.096075364586690526e+00,7.041850068264518647e+00
6.366796080972656924e+00,5.957792468033328959e+00
1.014076328918868697e+01,1.075694105839841619e+01
1.097522710924554445e+01,1.147800286009046289e+01
6.629090030078637064e+00,6.715136582635652829e+00
3.511632018713418013e+00,4.158460047383013780e+00
6.782254600386428578e+00,4.611871942651779577e+00
6.069821496970407182e+00,4.471873456319780615e+00
3.825982488520947911e+00,2.964218310845288862e+00
8.168675514145498084e+00,6.383205587851779939e+00
1.026550147062563667e+01,9.307962943441772552e+00
7.300687803546745513e+00,6.033476283691443065e+00
9.773928705247051596e+00,1.001022422092350084e+01
6.036797077971315595e+00,5.928675488318445375e+00
8.391485333170532357e+00,1.142994377015182650e+01
3.481812962830715286e+00,3.486957781256243116e+00
5.460118321761747495e+00,4.626795696801156765e+00
1.011719944919115299e+01,7.824380333185136926e+00
8.024249415114857342e+00,5.774373006505056694e+00
1.190962768411992379e+01,1.302196897467393910e+01
8.168418337956588005e+00,8.018616007098833265e+00
1.145475996169964894e+01,1.192459372760845149e+01
6.312128957426529574e+00,3.262859809454445426e+00
5.022258494204951518e+00,3.917312099709415740e+00
1.013857447628609521e+01,1.275524609508421392e+01
3.499412514783131201e+00,2.435796681955954668e+00
6.992883185178637717e+00,6.257083764263068559e+00
8.980153392232555376e+00,6.936584202441415492e+00
9.038634800961620641e+00,1.185596521602836084e+01
8.756570297268272185e+00,8.480951072247908229e+00
6.582169241014868888e+00,6.516884965991325274e+00
8.202126744177370199e+00,8.684189230899743706e+00
