0.307539 0.307539
0.127019 0.434558
0.123658 0.558216
0.0425713 0.6007873
0.0323905 0.6331778
0.0279182 0.661096
0.0205797 0.6816757
0.0184818 0.7001575
0.016466 0.7166235
0.0152681 0.7318916
0.0130547 0.7449463
0.00949883 0.75444513
0.00868674 0.76313187
0.00815435 0.77128622
0.00801196 0.77929818
0.00755049 0.78684867
0.00639944 0.79324811
0.00622099 0.7994691
0.00567898 0.80514808
0.00535 0.81049808
0.00491223 0.81541031
0.00440824 0.81981855
0.0040992 0.82391775
0.00393993 0.82785768
0.00384788 0.83170556
0.0036492 0.83535476
0.0035945 0.83894926
0.00329999 0.84224925
0.00319978 0.84544903
0.00306349 0.84851252
0.00297759 0.85149011
0.00281557 0.85430568
0.00259538 0.85690106
0.00242095 0.85932201
0.00235345 0.86167546
0.00225503 0.86393049
0.00214428 0.86607477
0.00207767 0.86815244
0.00203771 0.87019015
0.00200569 0.87219584
0.0019664 0.87416224
0.00189213 0.87605437
0.00184118 0.87789555
0.0018167 0.87971225
0.00165851 0.88137076
0.00158628 0.88295704
0.00150583 0.88446287
0.00148703 0.8859499
0.00145768 0.88740758
0.0014322 0.88883978
0.00142431 0.89026409
0.00133783 0.89160192
0.00127356 0.89287548
0.00125339 0.89412887
0.00121248 0.89534135
0.00116277 0.89650412
0.00114824 0.89765236
0.00114233 0.89879469
0.00113308 0.89992777
0.00108866 0.90101643
0.00106504 0.90208147
0.0010397 0.90312117
0.000990332 0.904111502
0.000965636 0.905077138
0.00096089 0.906038028
0.00095446 0.906992488
0.000940271 0.907932759
0.000898713 0.908831472
0.000884306 0.909715778
0.000866812 0.91058259
0.000853296 0.911435886
0.000838143 0.912274029
0.000824801 0.91309883
0.000800135 0.913898965
0.000779863 0.914678828
0.000771119 0.915449947
0.000760983 0.91621093
0.000747944 0.916958874
0.00074347 0.917702344
0.000734967 0.918437311
0.000701519 0.91913883
0.000693744 0.919832574
0.000672731 0.920505305
0.000670431 0.921175736
0.000651771 0.921827507
0.000639332 0.922466839
0.000632953 0.923099792
0.000623876 0.923723668
0.000612273 0.924335941
0.000590911 0.924926852
0.000583852 0.925510704
0.000579165 0.926089869
0.000567366 0.926657235
0.000561772 0.927219007
0.000560038 0.927779045
0.000552365 0.92833141
0.00055056 0.92888197
0.000545927 0.929427897
0.000532462 0.929960359
0.000524309 0.930484668
0.000515827 0.931000495
0.000508015 0.93150851
0.000501955 0.932010465
0.00049735 0.932507815
0.000482949 0.932990764
0.00047517 0.933465934
0.000464795 0.933930729
