734,386,1
210,615,0
283,74,1
291,154,1
219,379,0
701,204,1
361,111,1
856,148,1
179,554,0
687,224,1
615,81,1
972,420,1
536,692,0
958,171,1
615,95,1
262,423,0
286,594,0
409,83,1
819,587,0
711,198,1
977,18,1
829,644,0
879,254,1
390,238,1
562,19,1
582,610,0
572,59,1
51,436,0
28,231,0
612,480,0
483,533,0
431,185,1
98,653,0
615,610,0
643,167,1
810,679,0
611,693,0
929,112,1
370,624,0
730,46,1
72,516,0
725,307,1
145,567,0
809,601,0
71,66,0
577,254,1
83,49,0
953,124,1
368,283,1
34,667,0
131,231,0
976,697,0
16,154,0
184,60,1
524,766,0
1016,391,1
148,152,0
434,693,0
850,527,1
566,19,1
643,482,1
370,526,0
669,292,1
54,678,0
745,755,0
10,102,0
847,644,0
104,700,0
213,166,1
360,165,1
1013,405,1
245,269,0
583,576,0
42,463,0
633,519,0
599,569,0
975,439,1
331,237,1
475,462,0
682,174,1
276,337,0
786,37,1
886,712,0
247,439,0
179,269,0
474,116,1
969,741,0
653,505,0
953,705,0
315,561,0
937,537,1
347,370,0
1001,443,1
829,356,1
886,559,1
496,128,1
219,421,0
383,241,1
354,26,1
978,278,1
476,86,1
93,187,0
691,265,1
1,431,0
616,312,1
1,199,0
582,526,0
511,225,1
151,666,0
999,539,1
916,403,1
177,231,0
68,47,0
508,671,0
290,495,0
194,10,1
71,317,0
473,284,1
17,384,0
875,112,1
562,44,1
181,12,1
570,726,0
887,264,1
214,738,0
172,395,0
287,756,0
435,64,1
399,349,1
539,698,0
969,108,1
229,696,0
24,601,0
73,76,0
368,565,0
151,18,1
49,692,0
868,184,1
402,561,0
991,88,1
198,194,1
626,180,1
173,194,0
887,176,1
920,141,1
163,604,0
861,404,1
443,88,1
1009,303,1
135,236,0
901,744,0
977,210,1
430,76,1
430,533,0
671,730,0
800,145,1
75,9,1
293,630,0
719,607,0
973,184,1
127,693,0
797,598,0
572,738,0
112,84,0
416,297,1
140,640,0
963,264,1
426,85,1
107,573,0
813,369,1
449,118,1
702,330,1
103,494,0
172,610,0
955,523,1
697,19,1
728,331,1
195,343,0
669,655,0
205,37,1
506,708,0
247,502,0
908,542,1
706,52,1
541,739,0
814,433,1
560,197,1
108,565,0
701,526,0
869,533,1
253,331,0
717,88,1
218,647,0
653,289,1
231,153,1
265,434,0
846,249,1
900,24,1
538,410,1
615,111,1
