9.415344131634432179e-01,4.198919426177217140e+00,1.000000000000000000e+00
1.831678543820519867e+00,3.151311528455624233e-01,1.000000000000000000e+00
-2.769432423315000058e+00,-1.759103335859043993e+00,1.000000000000000000e+00
-1.430861926567453812e+00,-4.074638017940647394e+00,1.000000000000000000e+00
-1.967884883607298185e+00,1.845188415330130560e+00,1.000000000000000000e+00
-1.270115529412137123e+00,-8.827415692254670931e-01,1.000000000000000000e+00
-5.018061845931086618e-01,9.048009715706574196e-01,1.000000000000000000e+00
-3.499103639639539853e+00,1.721027536517312884e+00,1.000000000000000000e+00
-1.094113810769246520e+00,2.221490563435913612e-01,1.000000000000000000e+00
3.045572170187762939e+00,4.281280167038920004e-01,1.000000000000000000e+00
3.972106314888169898e+00,-6.516354849969111518e-01,1.000000000000000000e+00
-1.795412436204187889e-01,4.329465223209967739e+00,1.000000000000000000e+00
-1.498196114648871369e+00,2.772702348916248560e+00,1.000000000000000000e+00
9.120434210498362670e-01,3.524552998199099174e-01,1.000000000000000000e+00
2.946128706909448280e-01,1.308481419123266321e+00,1.000000000000000000e+00
1.243781759584213331e+00,-1.715619157949094253e+00,1.000000000000000000e+00
1.735849242094565481e+00,-2.326969512545090435e+00,1.000000000000000000e+00
-3.216287256460609534e+00,2.741911447672781499e+00,1.000000000000000000e+00
-1.817107234788743142e+00,-2.051426917547550521e-01,1.000000000000000000e+00
-1.682319826640189975e+00,1.742416729708417211e+00,1.000000000000000000e+00
2.099045798362293880e+00,5.433880381831587281e-01,1.000000000000000000e+00
-3.072480028892944137e+00,-1.558078492980854435e+00,1.000000000000000000e+00
-3.095462614725270033e-03,3.144613088948983837e+00,1.000000000000000000e+00
3.004473951819748301e+00,-1.946061613693721160e-01,1.000000000000000000e+00
1.615803435683695222e+00,-1.320772502119719194e+00,1.000000000000000000e+00
-3.070547620977001069e-01,-4.778006693186304110e-01,1.000000000000000000e+00
2.280819751725575717e+00,-2.135588499230589132e+00,1.000000000000000000e+00
-3.588915871807372593e+00,-8.797207594797100683e-01,1.000000000000000000e+00
-2.970960092203867031e+00,4.340819792406297450e-01,1.000000000000000000e+00
-3.003360079327753507e+00,4.633362467598960144e-02,1.000000000000000000e+00
5.028027852511007811e-01,-3.999081586117005038e+00,1.000000000000000000e+00
2.899570576876568051e+00,2.933290913935556965e+00,1.000000000000000000e+00
1.945388065409181744e+00,-2.855159237220047164e+00,1.000000000000000000e+00
4.386463728528870454e-01,-2.506056177617504294e-02,1.000000000000000000e+00
5.939313076290013704e-01,9.970120435746667731e-01,1.000000000000000000e+00
-8.717613396653314251e-01,-2.289749538508933646e-01,1.000000000000000000e+00
-3.101430579750352301e+00,1.608912090621015478e+00,1.000000000000000000e+00
-1.454114765221408700e-01,-5.508156301887095346e-02,1.000000000000000000e+00
-1.945058126732875037e+00,1.116917182415483323e+00,1.000000000000000000e+00
-3.904733263933971577e-01,-3.674181397020808149e-01,1.000000000000000000e+00
-1.346964171597115678e+00,-8.175162943581906205e-01,1.000000000000000000e+00
-2.555619205383507619e+00,-1.375484354870862624e+00,1.000000000000000000e+00
-9.681512066803595884e-01,-1.096611801795291524e-01,1.000000000000000000e+00
-3.045963178361086321e+00,-1.282049666551828393e+00,1.000000000000000000e+00
1.559862535645804904e+00,1.829058417280088111e+00,1.000000000000000000e+00
1.645128357694953802e+00,-3.405651991679368162e-01,1.000000000000000000e+00
-4.332787244739226828e+00,9.555469186466477582e-01,1.000000000000000000e+00
3.909366595272362188e-01,4.016652018060985263e+00,1.000000000000000000e+00
-1.151916313763960087e+00,-2.539214109421343846e+00,1.000000000000000000e+00
4.402785582093617478e+00,1.535805303640721542e-01,1.000000000000000000e+00
-9.803568586629989312e-01,3.777453545123103384e-01,1.000000000000000000e+00
8.455458526872400293e-01,7.150774087996755179e-01,1.000000000000000000e+00
-4.205591958183616530e-01,4.228966709841422755e+00,1.000000000000000000e+00
4.095868640449820686e-01,5.826043224917581975e-01,1.000000000000000000e+00
6.837312867802894933e-01,-3.283884196008110545e-01,1.000000000000000000e+00
-3.974457825327430971e+00,-8.502193382431049162e-01,1.000000000000000000e+00
1.730080458994030845e+00,2.174628370365185859e+00,1.000000000000000000e+00
-4.071831564186214614e+00,-1.448580252072508179e+00,1.000000000000000000e+00
3.499127318833508693e-01,4.071719349236111452e-01,1.000000000000000000e+00
-2.689548843843047043e-01,-2.788574422244682882e-01,1.000000000000000000e+00
1.953423475428221323e+01,-8.895805648422291378e-01,-1.000000000000000000e+00
1.703120913184441321e+01,-9.115826772480223328e-01,-1.000000000000000000e+00
1.155796499752491968e+01,-3.831849129604112392e+00,-1.000000000000000000e+00
1.787690353402683385e+01,-5.060843091655893744e+00,-1.000000000000000000e+00
1.904153880390912690e+01,1.714447353596617152e+00,-1.000000000000000000e+00
1.941799167768312984e+01,5.798415947211953636e+00,-1.000000000000000000e+00
1.550453329344979458e+01,2.112668801547642750e-01,-1.000000000000000000e+00
1.392931896209777598e+01,-5.969991211606957116e+00,-1.000000000000000000e+00
1.239019591199866710e+01,-1.868885550029139697e+00,-1.000000000000000000e+00
1.727693876843973442e+01,-3.583117230583080293e+00,-1.000000000000000000e+00
1.271405204026536673e+01,-8.931398699595329838e-01,-1.000000000000000000e+00
1.329090673566898495e+01,-3.933162989001004917e+00,-1.000000000000000000e+00
1.925605564768314437e+01,6.963711478240127706e-01,-1.000000000000000000e+00
1.992658231023870030e+01,3.234153254160662794e+00,-1.000000000000000000e+00
1.383905468780999648e+01,1.044830852062839766e+00,-1.000000000000000000e+00
1.257587467529365099e+01,-3.400652020726832703e+00,-1.000000000000000000e+00
1.598450117117903879e+01,-8.445806733644019293e-02,-1.000000000000000000e+00
1.246677063327948787e+01,-1.026936039283688373e+00,-1.000000000000000000e+00
1.354618953699032780e+01,4.718945867407033368e-01,-1.000000000000000000e+00
2.033233252409340608e+01,4.693635171043354148e+00,-1.000000000000000000e+00
8.764872606075341466e+00,2.123329727619774232e+00,-1.000000000000000000e+00
1.368257345165396544e+01,-5.591575168409796071e+00,-1.000000000000000000e+00
1.538200993601800270e+01,-7.711486747135443132e-01,-1.000000000000000000e+00
1.390727722144780287e+01,-3.482197638600249334e+00,-1.000000000000000000e+00
2.206559746541071121e+01,9.260909050067858139e-01,-1.000000000000000000e+00
9.636182013170049743e+00,-3.825999382861607678e+00,-1.000000000000000000e+00
1.162430920562418812e+01,3.348034504029749225e+00,-1.000000000000000000e+00
